shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S004052,O004052,DHL,,2023-08-25 11:36:00,2023-09-01,2023-08-30,80,,Delivered,Quezon City,3,Customer unavailable
S004053,O004053,Ninja Van,,2022-12-11 20:51:00,2022-12-17,2022-12-18,80,3,Preparing,Davao City,,Carrier backlog
S004054,O004054,JRS Express,,2022-07-15 23:59:00,2022-07-25,2022-07-25,120,3,Lost,Taguig,,Carrier backlog
S004055,O004055,FedEx, 982773769 ,2024-03-24 00:22:00,2024-04-02,2024-04-08,,2,Delivered,Cebu City,2,Carrier backlog
S004056,O004056,FedEx,TRK45312560,2023-09-27 17:14:00,2023-10-07,2023-10-07,120,2,Returned,Antipolo ,1,Carrier backlog
S004057,O004057,DHL,,2022-09-08 16:24:00,2022-09-11,,100,3,Delivered,Cebu City,,Weather
S004058,O004058,JRS Express, 247224057 ,2022-04-13 07:13:00,2022-04-21,,250,2,lost,Manila,1,
S004059,O004059,DHL, 322132885 ,2025-07-01 16:01:00,2025-07-07,2025-07-08,180,,In Transit,Caloocan ,1,Customer unavailable
S004060,O004060,FedEx,TRK65245878,2025-11-28 11:25:00,2025-12-09,2025-12-07,120,15,Delivered,caloocan,2,
S004061,O004061,2GO,TRK71128394,2023-06-22 08:42:00,2023-06-23,2023-06-26,150,0.5,Delivered,Caloocan ,1,Weather
S004062,O004062,JRS Express,TRK73227237,2023-02-22 03:56:00,2023-03-03,2023-03-06,350,, Out for Delivery ,Manila,1,Address issue
S004063,O004063,Ninja Van,,2023-06-16 21:47:00,2023-06-27,2023-07-01,350,,Out for Delivery,DAVAO CITY ,3,
S004064,O004064,LBC, 843762542 ,2023-12-20 08:49:00,2023-12-27,2023-12-26,80,1,Preparing,Caloocan,1,Carrier backlog
S004065,O004065,LBC,TRK43042069,2024-08-24 07:51:00,,,80,15,,Pasig,,Weather
S004066,O004066,Ninja Van, 590696796 ,2024-10-18 19:42:00,2024-10-27,,180,,Lost,Caloocan ,2,
S004067,O004067,LBC,TRK34045383,2023-11-01 21:48:00,,,250,3,Lost,Davao City,,Customer unavailable
S004068,O004068,2GO,TRK63546808,2023-08-11 15:00:00,,,150,,Lost,,1,Address issue
S004069,O004069,2GO,,2024-01-01 03:40:00,2024-01-06,2024-01-12,100,1,Lost,Manila,,Customer unavailable
S004070,O004070, JRS EXPRESS , 121601149 ,2025-08-26 19:05:00,2025-09-01,2025-09-04,80,0.5,Out for Delivery,Quezon City,1,Address issue
S004071,O004071,J&T Express, 252353638 ,2025-08-28 14:37:00,2025-09-06,,120,,Preparing,Antipolo,2,Weather
S004072,O004072,Ninja Van,,2024-02-19 01:46:00,2024-02-22,2024-02-20,250,2,Delivered, davao city ,1,Carrier backlog
S004073,O004073,Ninja Van,TRK12982076,2025-02-14 16:04:00,2025-02-23,2025-02-26,180,10,,Manila,1,
S004074,O004074,FedEx,TRK22388147,2023-03-12 14:27:00,2023-03-17,2023-03-21,500,3,Returned,,2,Address issue
S004075,O004075,FedEx,,2023-03-08 05:23:00,2023-03-09,2023-03-10,180,0.5,Out for Delivery,Manila,3,Warehouse delay
S004076,O004076, DHL ,,2025-08-28 03:54:00,2025-09-04,2025-09-06,100,15,Preparing,,1,Address issue
S004077,O004077,DHL,,2025-07-25 08:36:00,2025-08-04,2025-08-11,500,,Out for Delivery,Caloocan,1,Customer unavailable
S004078,O004078,DHL,TRK88223003,2024-05-06 14:36:00,2024-05-10,2024-05-13,,,Preparing,Davao City,2,Carrier backlog
S004079,O004079,2GO,,2024-02-06 01:48:00,2024-02-08,2024-02-15,500,20,Lost, Taguig,,Carrier backlog
S004080,O004080,FedEx,,2025-10-18 08:13:00,2025-10-27,2025-11-01,500,5,RETURNED ,Iloilo,3,Address issue
S004081,O004081, J&T Express,TRK57641115,2023-06-25 00:16:00,2023-07-04,2023-07-09,180,10,Delayed,taguig,1,Warehouse delay
S004082,O004082,2GO, 988012291 ,2023-04-16 08:33:00,2023-04-28,2023-04-29,180,2,Lost,Pasig,1,Address issue
S004083,O004083,J&T EXPRESS, 649974985 ,2025-09-20 13:02:00,2025-09-29,,500,,Lost, cebu city ,,Warehouse delay
S004084,O004084, dhl,,2024-03-28 08:17:00,2024-04-03,,120,20,lost ,Manila,1,Weather
S004085,O004085,J&T Express, 646760890 ,2025-09-15 14:53:00,2025-09-21,2025-09-23,500,0.5,Delivered,Pasig,3,Address issue
S004086,O004086,LBC,TRK63812571,2025-10-11 09:05:00,2025-10-15,,250,5,In Transit, ILOILO,3,Weather
S004087,O004087,Ninja Van,TRK87037742,2024-12-09 18:03:00,2024-12-16,,150,15,Returned,Caloocan,1,
S004088,O004088,FedEx,,2024-07-16 12:56:00,2024-07-20,2024-07-24,,15,Returned,Taguig,1,Warehouse delay
S004089,O004089,JRS Express, 909625996 ,2022-05-25 20:14:00,2022-06-01,2022-06-04,150,3,Delivered, TAGUIG ,2,Weather
S004090,O004090,FedEx,,2022-04-12 06:41:00,2022-04-19,2022-04-18,350,1,Lost,Pasig,1,Warehouse delay
S004091,O004091,2GO,,2024-11-03 22:05:00,2024-11-12,2024-11-13,180,5,Returned,Makati,3,Carrier backlog
S004092,O004092,2GO,,2022-10-25 10:24:00,2022-11-03,2022-11-06,120,15,In Transit ,Cebu City,1,Carrier backlog
S004093,O004093,J&T Express, 270907059 ,2025-01-16 22:21:00,2025-01-19,2025-01-25,250,15,Lost,Davao City,1,Address issue
S004094,O004094,DHL,TRK88660374,2024-02-15 22:25:00,2024-02-27,,350,10, out for delivery,Antipolo,,
S004095,O004095,LBC, 162791702 ,2025-03-15 18:00:00,,,,2,Returned,Cebu City,3,Weather
S004096,O004096,Ninja Van,TRK83192966,2022-06-15 14:19:00,2022-06-21,2022-06-19,150,1,Out for Delivery,Davao City,1,Weather
S004097,O004097,J&T Express,TRK70704801,2022-11-04 00:54:00,2022-11-12,2022-11-16,80,20, RETURNED,Cebu City,3,Customer unavailable
S004098,O004098, DHL, 182693920 ,2023-09-12 22:21:00,2023-09-22,,100,2,Lost, Taguig,1,
S004099,O004099, fedex,TRK58068668,2026-01-06 02:33:00,2026-01-18,,120,1,Out for Delivery,ILOILO ,2,
S004100,O004100,Ninja Van, 236453555 ,2023-02-16 04:07:00,2023-02-24,2023-02-27,,2,Delivered,Manila,1,
S004101,O004101,J&T EXPRESS,TRK91344099,2022-03-07 21:59:00,2022-03-17,2022-03-16,80,,Delayed,Caloocan,1,Warehouse delay
S004102,O004102,J&T Express,TRK18896112,2024-10-12 03:44:00,2024-10-23,2024-10-25,500,0.5,lost,Caloocan,,Weather
S004103,O004103, J&T Express,,2025-01-21 00:26:00,2025-01-26,2025-01-25,150,20,Delayed,Iloilo,1,Weather
S004104,O004104,DHL, 516301756 ,2023-03-02 20:12:00,2023-03-14,2023-03-21,80,15,In Transit,Caloocan,2,
S004105,O004105,2GO,,2022-02-22 07:39:00,2022-03-05,2022-03-06,150,2, DELAYED,Davao City,1,Warehouse delay
S004106,O004106,2GO,TRK92832211,2025-01-22 16:55:00,2025-01-24,2025-01-29,,20,Returned,Antipolo,1,
S004107,O004107,Ninja Van,TRK92309159,2024-04-03 01:35:00,2024-04-08,2024-04-08,100,10,Delivered, caloocan ,3,Address issue
S004108,O004108,2GO, 212369153 ,2025-02-10 22:14:00,2025-02-16,,80,0.5,Lost , QUEZON CITY ,1,Weather
S004109,O004109,LBC,TRK62476380,2022-02-14 18:14:00,2022-02-15,2022-02-20,180,15,Out for Delivery,Iloilo,,Customer unavailable
S004110,O004110,2GO,TRK86497276,2024-09-07 00:55:00,2024-09-16,2024-09-14,80,2,Out for Delivery,Antipolo ,1,Customer unavailable
S004111,O004111,Ninja Van,,2024-06-01 15:35:00,2024-06-11,2024-06-13,120,3,Preparing,Taguig,1,Warehouse delay
S004112,O004112,2GO,TRK69196079,2024-11-26 19:53:00,2024-12-02,2024-12-02,250,0.5,Delayed,Taguig,1,Warehouse delay
S004113,O004113,J&T Express, 972538833 ,2024-11-09 05:21:00,2024-11-21,2024-11-22,180,1,Returned,Manila,1,Weather
S004114,O004114,2GO ,,2024-12-14 17:38:00,2024-12-20,2024-12-18,80,0.5,Lost,Caloocan,,Customer unavailable
S004115,O004115,JRS Express, 316647416 ,2025-04-18 14:40:00,2025-04-28,2025-04-26,80,1,Returned,Cebu City,,Warehouse delay
S004116,O004116,J&T Express,,2026-01-11 13:34:00,2026-01-21,2026-01-19,500,2,Delivered,Taguig,2,Carrier backlog
S004117,O004117,FedEx,,2022-03-16 17:57:00,2022-03-28,,250,10,Delayed,Quezon City,1,Address issue
S004118,O004118,Ninja Van, 775565625 ,2024-02-01 05:59:00,2024-02-13,2024-02-12,500,10,In Transit,Antipolo,1,Weather
S004119,O004119,2GO,TRK49320519,2024-06-26 18:44:00,2024-06-30,2024-07-03,180,15,In Transit,Davao City,1,Weather
S004120,O004120,J&T Express, 454283445 ,2022-07-20 05:20:00,2022-07-30,2022-08-01,350,15,In Transit,Pasig,1,Weather
S004121,O004121, J&T Express ,TRK25812255,2025-04-15 05:48:00,2025-04-24,2025-04-27,100,20, Delivered ,Iloilo,,Warehouse delay
S004122,O004122,Ninja Van, 862824300 ,2022-01-21 22:30:00,2022-01-25,2022-01-24,80,10,In Transit ,Cebu City,,Address issue
S004123,O004123,FedEx,,2025-01-13 08:10:00,2025-01-21,2025-01-22,250,20,Returned,Taguig,1,Weather
S004124,O004124,2GO, 536493411 ,2023-11-12 15:18:00,2023-11-13,2023-11-20,180,10,, Antipolo ,1,
S004125,O004125,J&T Express,TRK34065211,2024-11-18 08:26:00,2024-11-20,,250,,Lost,iloilo,2,
S004126,O004126, J&T Express ,,2022-10-20 01:22:00,2022-10-31,2022-11-03,250,5,Delivered,Pasig,2,Address issue
S004127,O004127, fedex ,,2022-03-05 19:03:00,2022-03-10,2022-03-14,180,3,Lost,Taguig,3,Warehouse delay
S004128,O004128,J&T Express, 960657313 ,2025-03-28 05:11:00,2025-04-03,,150,3, IN TRANSIT ,Manila,1,Weather
S004129,O004129,JRS Express,,2022-05-21 23:59:00,2022-05-29,2022-05-28,120,20,Delayed,Pasig,3,Carrier backlog
S004130,O004130,LBC,TRK22816593,2022-04-11 03:05:00,2022-04-21,2022-04-22,350,1,Lost, Cebu City,1,Weather
S004131,O004131,Ninja Van,,2025-08-23 09:21:00,2025-08-26,2025-08-29,100,,Out for Delivery, MANILA ,1,Address issue
S004132,O004132,FedEx,,2024-05-12 19:51:00,2024-05-20,2024-05-23,250,1,Delayed,Davao City,1,
S004133,O004133,FedEx, 491770318 ,2023-08-06 01:23:00,2023-08-14,2023-08-19,180,0.5, out for delivery,Antipolo,3,
S004134,O004134,FedEx, 182358261 ,2022-07-29 17:31:00,2022-08-09,2022-08-13,350,0.5,Delivered,Iloilo ,3,Carrier backlog
S004135,O004135, J&T Express , 107990768 ,2022-03-23 19:14:00,2022-03-26,,120,5,Delivered,Cebu City,3,Weather
S004136,O004136,LBC,,2024-02-22 12:31:00,2024-02-28,2024-03-03,150,15,Delivered,Taguig,1,Carrier backlog
S004137,O004137,2GO,TRK94297098,2024-10-16 12:41:00,2024-10-18,2024-10-19,80,3, Out for Delivery ,Cebu City,3,Address issue
S004138,O004138,FedEx,TRK80578656,2024-04-02 02:10:00,2024-04-09,2024-04-07,180,3,Returned,Taguig,1,Address issue
S004139,O004139,JRS Express,TRK48292615,2023-01-23 07:55:00,2023-01-24,2023-01-23,150,5,Returned,Makati,1,
S004140,O004140,DHL,TRK44578541,2023-05-17 18:55:00,2023-05-22,2023-05-27,250,5,DELIVERED,Iloilo,1,Customer unavailable
S004141,O004141,DHL,,2023-02-16 02:53:00,2023-02-18,,150,20,Preparing,Cebu City,1,
S004142,O004142,JRS Express,TRK44716335,2025-02-16 03:00:00,2025-02-25,2025-02-28,100,15,,Davao City,3,Carrier backlog
S004143,O004143,DHL,,2023-07-21 19:16:00,2023-07-31,,80,5,Out for Delivery,Pasig ,1,Address issue
S004144,O004144,DHL, 804800042 ,2022-09-26 03:16:00,2022-10-03,2022-10-02,120,,Returned,Makati,2,Carrier backlog
S004145,O004145,2GO, 296999794 ,2023-08-05 01:32:00,2023-08-06,2023-08-06,500,3,Lost,Iloilo,2,Weather
S004146,O004146,LBC,TRK55154801,2024-01-05 05:08:00,2024-01-07,2024-01-14,,2,Lost,Antipolo,1,Carrier backlog
S004147,O004147,J&T Express,TRK43930742,2024-05-09 05:38:00,2024-05-21,2024-05-22,80,0.5,Out for Delivery,Davao City,1,Weather
S004148,O004148, JRS Express, 249993176 ,2022-10-10 08:14:00,2022-10-17,,80,0.5,Returned,Pasig,1,Weather
S004149,O004149, ninja van, 511382801 ,2022-06-26 15:16:00,2022-06-28,2022-07-03,180,,in transit,Pasig,1,Weather
S004150,O004150,2GO,TRK35125054,2025-05-11 15:25:00,2025-05-16,2025-05-14,250,5,In Transit,Iloilo,3,Weather
S004151,O004151,2GO , 904397497 ,2022-03-05 13:36:00,2022-03-10,2022-03-17,250,1,Delivered,Davao City,1,Carrier backlog
S004152,O004152,FedEx,,2024-02-20 04:48:00,2024-03-02,2024-03-07,100,1,returned ,Cebu City,1,Weather
S004153,O004153,DHL,TRK32619526,2024-11-24 22:14:00,2024-12-05,2024-12-12,100,20,Out for Delivery,,3,Carrier backlog
S004154,O004154,J&T Express,,2023-07-06 09:11:00,2023-07-07,,,0.5,Preparing,Manila,1,Carrier backlog
S004155,O004155,Ninja Van,TRK77842906,2023-04-16 18:35:00,2023-04-21,2023-04-27,,3,Delivered,Davao City,3,Weather
S004156,O004156,LBC ,TRK13096698,2025-01-29 14:07:00,2025-01-30,2025-01-28,,20,delayed ,Manila,3,Address issue
S004157,O004157, JRS EXPRESS ,TRK51743272,2022-11-22 08:02:00,2022-11-25,2022-11-29,,1,Out for Delivery,Antipolo,3,
S004158,O004158,Ninja Van, 398983227 ,2023-04-10 00:57:00,2023-04-11,,,5,,ILOILO ,1,Carrier backlog
S004159,O004159,JRS Express,TRK45523402,2025-10-27 13:00:00,2025-11-04,2025-11-11,500,2,Returned,Caloocan,1,Carrier backlog
S004160,O004160,DHL,,2024-12-21 13:24:00,2024-12-31,2025-01-07,500,2,Out for Delivery,Iloilo,,Warehouse delay
S004161,O004161,LBC,TRK31627307,2025-10-03 07:20:00,2025-10-13,2025-10-11,120,3, Out for Delivery,Manila,2,Weather
S004162,O004162, J&T Express, 305888804 ,2023-02-12 23:50:00,2023-02-22,2023-02-26,150,15,In Transit,Taguig,3,Customer unavailable
S004163,O004163, J&T Express, 423402545 ,2022-04-07 13:42:00,2022-04-16,2022-04-16,350,10,Lost, Davao City,1,Warehouse delay
S004164,O004164,JRS Express ,TRK17237478,2022-11-25 03:37:00,2022-12-07,2022-12-14,,15,In Transit,Quezon City,1,Warehouse delay
S004165,O004165,JRS Express, 164046931 ,2025-01-27 11:45:00,2025-02-06,2025-02-09,80,2,Returned,Pasig,,Customer unavailable
S004166,O004166,, 799025786 ,2024-08-22 10:54:00,2024-08-30,2024-09-04,100,1,Delivered,Manila,1,Warehouse delay
S004167,O004167,DHL,,2022-11-11 16:08:00,2022-11-18,2022-11-25,350,0.5,Delivered,Quezon City,,Weather
S004168,O004168,FedEx,TRK88948960,2025-03-08 21:31:00,2025-03-10,2025-03-13,,5, IN TRANSIT,Quezon City,,Customer unavailable
S004169,O004169,J&T Express ,TRK49643127,2023-06-16 07:36:00,2023-06-23,2023-06-30,350,20,Delivered,Caloocan,1,Address issue
S004170,O004170,2GO,,2026-01-13 23:28:00,2026-01-23,,120,5,Delayed,Davao City,3,Customer unavailable
S004171,O004171,2GO,TRK99783565,2022-05-15 16:37:00,2022-05-19,,180,,Out for Delivery,Quezon City,1,Customer unavailable
S004172,O004172,LBC, 479451695 ,2024-11-21 00:45:00,2024-11-26,2024-11-25,120,1,In Transit,Caloocan ,1,
S004173,O004173,FedEx, 465840808 ,2025-05-15 10:06:00,2025-05-21,2025-05-24,120,5, OUT FOR DELIVERY ,Taguig,2,
S004174,O004174,LBC, 138970109 ,2024-07-14 02:45:00,,,,15,IN TRANSIT,Pasig,,
S004175,O004175, lbc ,,2024-02-11 10:57:00,2024-02-15,2024-02-19,500,3,In Transit, Makati,3,Carrier backlog
S004176,O004176,J&T Express,,2025-06-26 12:09:00,2025-07-07,2025-07-14,250,20,Out for Delivery,Taguig,2,Carrier backlog
S004177,O004177,JRS Express, 113311880 ,2024-05-16 03:10:00,2024-05-24,2024-05-25,350,2,LOST ,Davao City,1,Weather
S004178,O004178,J&T Express,,2025-09-16 08:02:00,2025-09-22,,250,3,Delayed,Caloocan,3,Warehouse delay
S004179,O004179,JRS Express, 946353823 ,2023-01-03 12:22:00,2023-01-11,2023-01-18,,20,lost,Antipolo,1,Customer unavailable
S004180,O004180,DHL,,2025-03-02 14:38:00,2025-03-08,2025-03-08,350,10,In Transit,Iloilo,2,Address issue
S004181,O004181,J&T Express, 379200666 ,2024-06-02 16:31:00,2024-06-11,2024-06-12,350,2,Out for Delivery,Caloocan,1,Address issue
S004182,O004182,Ninja Van, 764016053 ,2024-10-12 22:05:00,2024-10-24,2024-10-23,120,2, Returned,Makati,,
S004183,O004183,JRS Express,,2024-09-19 15:03:00,,,,10,In Transit,Taguig,1,Weather
S004184,O004184,FedEx, 632205649 ,2022-05-04 08:41:00,2022-05-06,2022-05-06,250,0.5,Out for Delivery,antipolo ,1,Address issue
S004185,O004185,DHL, 519606268 ,2022-10-29 07:35:00,,,120,2,Preparing,Antipolo,1,Weather
S004186,O004186,,,2022-12-04 16:34:00,2022-12-15,2022-12-16,150,20,Delivered,Cebu City,1,Customer unavailable
S004187,O004187,2GO ,TRK37833392,2024-09-07 13:55:00,2024-09-16,2024-09-22,80,3,Preparing,Caloocan,1,Warehouse delay
S004188,O004188,FedEx, 797764557 ,2025-01-01 00:40:00,2025-01-08,2025-01-09,250,0.5,Returned,Taguig,1,Address issue
S004189,O004189,FedEx, 707538666 ,2025-06-01 20:59:00,2025-06-11,2025-06-12,500,2,Lost,Quezon City,1,Weather
S004190,O004190, j&t express ,TRK26078884,2022-05-05 08:45:00,2022-05-08,2022-05-14,120,3,Delivered,Makati,1,Customer unavailable
S004191,O004191, JRS Express,,2024-09-29 10:27:00,2024-10-10,2024-10-16,500,0.5,Out for Delivery,Iloilo,3,
S004192,O004192,LBC, 661031700 ,2024-02-07 02:16:00,2024-02-08,2024-02-07,180,20,delivered ,Caloocan,1,Weather
S004193,O004193, J&T EXPRESS , 759395897 ,2024-03-31 03:28:00,2024-04-04,2024-04-06,80,5,Lost,Quezon City,3,Warehouse delay
S004194,O004194,LBC, 858201703 ,2024-12-29 10:26:00,2025-01-05,2025-01-04,250,1,Preparing,Pasig,1,Customer unavailable
S004195,O004195,FedEx,TRK27116701,2025-10-08 20:42:00,2025-10-20,2025-10-27,120,2,Preparing,Quezon City,1,Customer unavailable
S004196,O004196,J&T Express,TRK74270792,2023-09-09 08:12:00,2023-09-20,2023-09-19,350,3,Delivered,Cebu City,3,Warehouse delay
S004197,O004197, J&T Express ,TRK72762396,2024-01-03 02:38:00,2024-01-10,2024-01-08,250,1,Returned,Caloocan,1,Customer unavailable
S004198,O004198,JRS Express, 282981649 ,2024-01-02 07:38:00,2024-01-11,2024-01-09,500,15,Delivered,Caloocan,1,Address issue
S004199,O004199,FedEx,,2022-08-15 00:37:00,2022-08-20,2022-08-26,150,20,Lost,,1,Customer unavailable
S004200,O004200,J&T Express,TRK62895961,2023-05-07 10:10:00,2023-05-13,2023-05-15,350,10,In Transit,Taguig,1,Carrier backlog
S004201,O004201,Ninja Van,TRK31698829,2025-08-26 05:04:00,2025-09-01,2025-09-07,350,1,Lost,Quezon City,,Weather
S004202,O004202,DHL, 854328070 ,2023-11-07 13:07:00,2023-11-08,2023-11-09,80,20,RETURNED,Taguig ,,Weather
S004203,O004203,,,2022-09-02 00:21:00,2022-09-10,,250,3,Returned,Taguig,3,Warehouse delay
S004204,O004204,DHL,TRK13620572,2024-02-21 06:58:00,2024-03-01,2024-03-02,120,1,Out for Delivery,CALOOCAN ,2,Address issue
S004205,O004205,J&T Express , 581691419 ,2024-05-13 19:26:00,2024-05-22,2024-05-20,100,2,,Taguig,1,Customer unavailable
S004206,O004206, 2GO ,TRK83434045,2022-03-19 16:09:00,2022-03-27,2022-03-26,500,5,Lost,Antipolo,,Customer unavailable
S004207,O004207,LBC,,2024-04-27 19:06:00,2024-04-29,,180,1,Lost,makati ,2,Address issue
S004208,O004208,LBC, 535662803 ,2024-10-20 18:54:00,,,180,2, lost ,Quezon City,3,Weather
S004209,O004209,Ninja Van,,2023-09-21 21:23:00,2023-09-30,2023-10-03,500,15,,Pasig,,Customer unavailable
S004210,O004210,LBC , 909236537 ,2024-05-10 23:43:00,2024-05-16,2024-05-19,500,1,Delivered,Antipolo,1,Customer unavailable
S004211,O004211,Ninja Van ,,2025-08-17 23:36:00,2025-08-26,2025-08-26,250,1,Lost,Cebu City,3,Customer unavailable
S004212,O004212,J&T Express,,2025-03-18 04:37:00,2025-03-22,2025-03-29,350,5,Delivered,Iloilo,2,Carrier backlog
S004213,O004213,LBC,TRK76639501,2022-08-07 18:57:00,2022-08-09,2022-08-13,100,5, Delivered , QUEZON CITY ,1,Address issue
S004214,O004214, J&T Express, 302616831 ,2024-10-02 03:05:00,2024-10-07,2024-10-11,250,20,Preparing,Manila,1,
S004215,O004215,JRS Express,TRK94604952,2025-04-16 17:41:00,2025-04-21,2025-04-25,180,20,Out for Delivery,Antipolo,3,Weather
S004216,O004216,FedEx,TRK70817716,2023-11-21 17:47:00,2023-11-30,2023-12-01,500,,Returned,Manila ,2,Customer unavailable
S004217,O004217,,,2022-09-29 09:08:00,2022-09-30,2022-10-02,,15,In Transit,Pasig,1,Warehouse delay
S004218,O004218,2GO ,TRK10229006,2023-02-28 04:32:00,2023-03-12,2023-03-18,350,3,In Transit,Manila,1,Carrier backlog
S004219,O004219,FedEx,TRK53750998,2024-02-21 06:11:00,2024-03-03,2024-03-10,180,20,Returned,Cebu City,1,Customer unavailable
S004220,O004220,Ninja Van,,2022-10-18 17:52:00,2022-10-28,2022-11-01,,3,Preparing,Iloilo,2,
S004221,O004221,2GO, 462183924 ,2023-06-09 18:37:00,2023-06-21,,150,3,DELAYED ,Iloilo,2,Address issue
S004222,O004222,2GO,TRK35693086,2022-10-23 03:32:00,2022-10-31,2022-11-07,180,10,Out for Delivery,,2,Customer unavailable
S004223,O004223,, 265869522 ,2025-11-19 04:09:00,2025-11-25,2025-11-24,180,,Delayed,Iloilo,1,Address issue
S004224,O004224,JRS Express,,2025-07-19 19:21:00,2025-07-23,2025-07-30,250,10,In Transit, caloocan,1,Carrier backlog
S004225,O004225,J&T Express, 756336483 ,2024-01-27 21:35:00,2024-02-02,,250,1,Delivered,Antipolo,3,Customer unavailable
S004226,O004226,Ninja Van,,2023-09-27 17:35:00,2023-10-07,,500,5,,Iloilo,1,Address issue
S004227,O004227,J&T Express,TRK53285953,2024-01-24 14:23:00,2024-01-31,2024-01-31,100,0.5,In Transit, Cebu City,,Carrier backlog
S004228,O004228,Ninja Van,,2022-07-28 09:50:00,2022-08-01,2022-08-07,150,15,Lost,Antipolo,2,Customer unavailable
S004229,O004229,FedEx,TRK78687339,2025-06-05 10:37:00,2025-06-16,2025-06-17,100,5,Out for Delivery, Quezon City ,,Address issue
S004230,O004230,,TRK43134438,2024-05-19 05:14:00,2024-05-23,2024-05-30,500,0.5,Preparing,Iloilo,3,
S004231,O004231,j&t express ,TRK29762464,2022-12-03 01:24:00,2022-12-13,2022-12-17,500,10,Preparing,Davao City,,Warehouse delay
S004232,O004232, 2GO ,TRK27636704,2025-09-08 15:25:00,2025-09-11,2025-09-12,80,1,Delayed,Quezon City,3,Warehouse delay
S004233,O004233,DHL,TRK50549095,2023-06-01 23:44:00,2023-06-04,2023-06-06,250,2,Delayed,Pasig,2,
S004234,O004234,J&T Express,,2025-01-30 17:31:00,2025-02-01,2025-02-03,150,1,Returned,Taguig,1,Warehouse delay
S004235,O004235,JRS Express,TRK45987965,2025-01-21 17:04:00,2025-02-02,2025-01-31,80,0.5,Out for Delivery,Makati,1,Carrier backlog
S004236,O004236, DHL,,2023-09-12 20:06:00,2023-09-22,2023-09-28,,5,Lost,Makati,1,Weather
S004237,O004237,DHL,TRK80865897,2022-10-15 06:07:00,2022-10-19,2022-10-19,150,10,Returned,Pasig,3,Warehouse delay
S004238,O004238,Ninja Van,,2022-07-01 01:59:00,2022-07-04,2022-07-05,,1,Preparing, Davao City,1,Address issue
S004239,O004239,2GO,,2024-12-29 10:20:00,,,500,20,Lost,Quezon City,1,Address issue
S004240,O004240,JRS Express,TRK37286783,2022-11-18 17:23:00,2022-11-19,2022-11-21,100,2,Returned,Davao City,,Warehouse delay
S004241,O004241,FedEx,,2025-03-14 04:58:00,2025-03-17,2025-03-22,,10, Out for Delivery ,Iloilo,1,Address issue
S004242,O004242,JRS Express,,2024-11-23 15:04:00,2024-11-28,2024-12-03,80,5,Preparing,Manila,1,Weather
S004243,O004243,,TRK62154835,2025-02-14 05:08:00,2025-02-25,2025-02-28,100,15,In Transit,Taguig,1,Address issue
S004244,O004244,2GO,TRK40757244,2024-05-12 09:37:00,2024-05-24,,120,5,Preparing,Makati,1,Carrier backlog
S004245,O004245,LBC,TRK32702792,2024-08-08 20:10:00,2024-08-20,2024-08-27,80,0.5,Delivered, davao city,3,Address issue
